"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.280254142E1,1.747401075E0,-2.855832750E-1,-1.795299858E0,2.521521347E0
1.281250042E1,1.617627971E0,-2.159084380E-1,-1.575661481E0,2.268489764E0
1.282245842E1,1.568261976E0,-2.335883716E-1,-1.313819071E0,2.059157523E0
1.283241742E1,1.469781708E0,-1.603955573E-1,-1.061711690E0,1.820224359E0
1.284237642E1,1.413240741E0,-2.815247226E-1,-8.930715591E-1,1.695311880E0
1.285233442E1,1.314476006E0,-5.024737528E-1,-8.316196615E-1,1.634600350E0
1.286229342E1,1.126248579E0,-6.791055661E-1,-8.461049688E-1,1.563813880E0
1.287225242E1,8.583388057E-1,-7.869823095E-1,-9.352370006E-1,1.493571193E0
1.288221042E1,5.892875098E-1,-8.312794997E-1,-1.077755865E0,1.483186799E0
1.289216942E1,3.145123744E-1,-8.087465233E-1,-1.103310537E0,1.403667736E0
1.290212842E1,7.649692968E-2,-7.410395667E-1,-1.001318139E0,1.248050253E0
1.291208642E1,-1.737083517E-1,-6.185915619E-1,-7.305101931E-1,9.728695977E-1
1.292204542E1,-3.489919433E-1,-4.797985429E-1,-3.013614017E-1,6.654477535E-1
1.293200342E1,-4.449751577E-1,-3.440872988E-1,2.758915150E-1,6.265102459E-1
1.294196242E1,-5.261065905E-1,-1.874324977E-1,8.645207745E-1,1.029230419E0
1.295192142E1,-5.566710100E-1,5.607172832E-2,1.245479738E0,1.365374099E0
1.296187942E1,-4.186014377E-1,2.851755778E-1,1.302902904E0,1.397894220E0
1.297183842E1,-2.035943480E-1,5.008420873E-1,1.308226794E0,1.415539049E0
1.298179742E1,6.126610234E-2,6.874540745E-1,1.407446442E0,1.567562480E0
1.299175542E1,3.196519308E-1,8.543239613E-1,1.574497300E0,1.819639672E0
1.300171442E1,3.942486615E-1,8.851918513E-1,1.748377122E0,1.998954522E0
1.301167242E1,2.398735437E-1,8.549515137E-1,1.900019397E0,2.097273258E0
1.302163142E1,-1.054614048E-1,7.189388457E-1,2.061470377E0,2.185784822E0
1.303159042E1,-4.906433737E-1,4.516354287E-1,2.267747866E0,2.363765188E0
1.304154842E1,-8.397538693E-1,1.398120426E-1,2.597860612E0,2.733791090E0
1.305150742E1,-1.153880181E0,-1.752268736E-1,2.930290024E0,3.154162893E0
1.306146642E1,-1.423069764E0,-4.308284041E-1,3.194639136E0,3.523699742E0
1.307142442E1,-1.581368363E0,-6.704164575E-1,3.467612890E0,3.869692918E0
1.308138342E1,-1.634751250E0,-9.235905164E-1,3.791288436E0,4.230756327E0
1.309134242E1,-1.532944501E0,-1.083807149E0,4.016902083E0,4.433966522E0
1.310130042E1,-1.345856989E0,-1.152837330E0,3.897107252E0,4.281099144E0
1.311125942E1,-1.140294907E0,-1.188424362E0,3.300474324E0,3.688598067E0
1.312121742E1,-8.900457712E-1,-1.102353640E0,2.415712827E0,2.800541642E0
1.313117642E1,-5.421398020E-1,-8.631051636E-1,1.510339896E0,1.822084710E0
1.314113542E1,-1.256889702E-1,-5.850554413E-1,5.514707887E-1,8.137614008E-1
1.315109342E1,4.251004717E-1,-2.862995589E-1,-3.179125303E-1,6.031137748E-1
1.316105242E1,1.019330048E0,7.236601800E-2,-8.203438908E-1,1.310433015E0
1.317101142E1,1.511818949E0,3.917520466E-1,-1.067616209E0,1.891790308E0
1.318096942E1,1.927183368E0,5.534893937E-1,-1.303297591E0,2.391436985E0
1.319092842E1,2.140943247E0,6.598762666E-1,-1.498434965E0,2.695251754E0
1.320088742E1,2.098054505E0,7.654211403E-1,-1.631938008E0,2.766030349E0
1.321084542E1,1.977472639E0,7.942180927E-1,-1.746346384E0,2.755159906E0
1.322080442E1,1.812243627E0,7.597120652E-1,-1.935332487E0,2.758061134E0
1.323076242E1,1.753374737E0,7.148560274E-1,-2.029510666E0,2.775654094E0
1.324072142E1,1.736241372E0,6.825136158E-1,-2.095235124E0,2.805417823E0
1.325068112E1,1.647142084E0,6.939364439E-1,-2.185332531E0,2.823172525E0
1.326063913E1,1.497025932E0,8.100229704E-1,-2.260625373E0,2.829779308E0
1.327059812E1,1.351537705E0,1.025422993E0,-2.117202528E0,2.713059717E0
1.328055712E1,1.245635274E0,1.186877773E0,-1.929092923E0,2.584895663E0
1.329051513E1,1.047865557E0,1.223750608E0,-1.801475687E0,2.416795901E0
1.330047412E1,8.319968800E-1,1.188766424E0,-1.751389022E0,2.274367588E0
1.331043212E1,5.929724982E-1,1.132730218E0,-1.730655380E0,2.151711453E0
1.332039113E1,4.509353708E-1,1.100303021E0,-1.753156051E0,2.118387497E0
1.333035012E1,3.587644679E-1,1.121592734E0,-1.780828584E0,2.134954952E0
1.334030812E1,2.913813740E-1,1.183552462E0,-1.817592368E0,2.188456431E0
1.335026713E1,2.654664411E-1,1.261704300E0,-1.882045641E0,2.281329868E0
1.336022612E1,2.931263293E-1,1.384022789E0,-1.870717245E0,2.345426430E0
1.337018413E1,2.740560740E-1,1.501020311E0,-1.864836116E0,2.409519132E0
1.338014312E1,1.863611417E-1,1.583285666E0,-1.886437485E0,2.469852295E0
1.339010212E1,5.073563240E-2,1.643176357E0,-1.809276457E0,2.444603024E0
1.340006013E1,-5.655865520E-2,1.690797543E0,-1.673560243E0,2.379663653E0
1.341001912E1,-2.035119753E-1,1.659200943E0,-1.606706688E0,2.318592520E0
1.341997712E1,-3.370474704E-1,1.599687982E0,-1.544350811E0,2.248915753E0
1.342993613E1,-5.023028679E-1,1.540580818E0,-1.337931234E0,2.101370366E0
1.343989512E1,-6.674680721E-1,1.429476412E0,-1.054444771E0,1.897569555E0
1.344985312E1,-8.248452967E-1,1.278888682E0,-8.090675354E-1,1.723518582E0
1.345981213E1,-1.029639274E0,1.104164815E0,-5.908570486E-1,1.621249217E0
1.346977112E1,-1.308020387E0,9.333369479E-1,-4.144091302E-1,1.659448739E0
1.347972912E1,-1.646426239E0,8.542972103E-1,-2.584825999E-1,1.872793726E0
1.348968813E1,-1.949471639E0,8.973090363E-1,-2.534235889E-1,2.160978180E0
1.349964712E1,-2.078325853E0,9.124378297E-1,-4.782864529E-1,2.319642015E0
1.350960513E1,-1.956875822E0,8.040538403E-1,-8.370815456E-1,2.275207919E0
1.351956412E1,-1.761896761E0,6.488757536E-1,-9.552795017E-1,2.106627368E0
1.352952212E1,-1.660336911E0,6.339709085E-1,-5.679663688E-1,1.865803732E0
1.353948113E1,-1.669680323E0,6.493888468E-1,9.964240193E-2,1.794287286E0
1.354944012E1,-1.785946213E0,5.301723057E-1,6.397818714E-1,1.969773437E0
1.355939812E1,-1.961222057E0,2.749249703E-1,8.588109684E-1,2.158594908E0
1.356935713E1,-2.086010849E0,-1.052864268E-1,6.814666718E-1,2.197026016E0
1.357931612E1,-1.954588245E0,-5.064966372E-1,2.818129903E-1,2.038718375E0
1.358927412E1,-1.552930723E0,-8.766157401E-1,-1.607680249E-1,1.790501422E0
1.359923313E1,-1.061225056E0,-1.064336506E0,-4.702079397E-1,1.574835332E0
1.360919112E1,-6.264886652E-1,-9.922803900E-1,-5.223615950E-1,1.284511602E0
1.361915012E1,-3.871401649E-1,-7.790210330E-1,1.315798938E-2,8.700140286E-1
1.362910913E1,-4.280877411E-1,-5.983908936E-1,9.563091964E-1,1.206589431E0
1.363906712E1,-6.327138302E-1,-5.894782752E-1,1.976675225E0,2.157557965E0
1.364902613E1,-9.231804074E-1,-7.127077603E-1,2.780783152E0,3.015455082E0
1.365898512E1,-1.328161560E0,-9.386263391E-1,3.138339804E0,3.534714877E0
1.366894312E1,-1.708045221E0,-1.249679793E0,2.894405662E0,3.585624380E0
1.367890213E1,-1.846259512E0,-1.529149073E0,2.200587916E0,3.254160145E0
1.368886112E1,-1.738929483E0,-1.664622920E0,1.225005128E0,2.701015138E0
1.369881912E1,-1.460160699E0,-1.515409871E0,3.494617671E-1,2.133227571E0
1.370877813E1,-1.046425680E0,-1.118378227E0,-1.620684457E-1,1.540143741E0
1.371873612E1,-6.470241597E-1,-6.723339057E-1,-3.349659348E-1,9.914006866E-1
1.372869512E1,-3.471335885E-1,-3.047441621E-1,-2.170568311E-1,5.103767242E-1
1.373865413E1,-1.418504185E-1,-4.782101467E-2,1.059392685E-1,1.833889835E-1
1.374861212E1,-1.336384792E-2,2.507432252E-3,4.303334373E-1,4.305481935E-1
1.375857112E1,7.022144202E-2,-1.960165027E-1,5.159378439E-1,5.563680248E-1
1.376853013E1,5.775974639E-2,-4.653582591E-1,3.186574656E-1,5.669542115E-1
1.377848812E1,-1.401941216E-2,-5.361266716E-1,-2.367069840E-2,5.368320537E-1
1.378844712E1,1.170250777E-2,-4.459900881E-1,-4.193009108E-1,6.122559605E-1
1.379840513E1,3.080381911E-1,-3.644731776E-1,-8.039319259E-1,9.348982650E-1
1.380836412E1,7.635093932E-1,-2.310400088E-1,-1.097515361E0,1.356785188E0
1.381832313E1,1.157855484E0,-9.465268046E-2,-1.367568431E0,1.794388995E0
1.382828112E1,1.357051922E0,2.555657163E-2,-1.562022851E0,2.069337682E0
1.383824012E1,1.317943112E0,1.299309790E-1,-1.585895278E0,2.066136476E0
1.384819913E1,1.188542330E0,1.720133901E-1,-1.529180794E0,1.944380461E0
1.385815712E1,1.044677582E0,1.814279920E-1,-1.444838802E0,1.792156949E0
1.386811612E1,1.022483671E0,1.793007749E-1,-1.419149644E0,1.758296715E0
1.387807513E1,1.052150616E0,1.884069362E-1,-1.500212519E0,1.842052033E0
1.388803312E1,1.146090813E0,8.773776323E-2,-1.814696242E0,2.148102539E0
1.389799212E1,1.282432972E0,-1.523699614E-1,-2.478171616E0,2.794491991E0
1.390795013E1,1.324014422E0,-4.058306801E-1,-3.287393517E0,3.567165383E0
1.391790912E1,1.341212984E0,-5.468944654E-1,-3.838977157E0,4.103131906E0
1.392786812E1,1.375976874E0,-3.663330308E-1,-3.716918870E0,3.980326385E0
1.393782613E1,1.441009460E0,-2.936383992E-2,-2.910349849E0,3.247692526E0
1.394778512E1,1.994238653E0,2.680965918E-1,-1.507961249E0,2.514519977E0
1.395774413E1,2.464489131E0,5.261222318E-1,7.097525775E-2,2.521021374E0
1.396770213E1,2.844170770E0,5.432168591E-1,9.081076741E-1,3.034641902E0
1.397766112E1,2.960798164E0,2.478237104E-1,8.118180656E-1,3.080063462E0
1.398761913E1,3.041688546E0,-1.633524942E-1,8.230248392E-2,3.047183445E0
1.399757812E1,2.985856699E0,-4.212527114E-1,-3.468626797E-1,3.035310164E0
1.400753712E1,2.733611617E0,-4.317557725E-1,-3.181885189E-1,2.785729609E0
1.401749513E1,2.561866906E0,-2.457865405E-1,3.440969467E-2,2.573860349E0
1.402745412E1,2.371803892E0,-1.032214826E-1,9.196155792E-1,2.545938175E0
1.403741312E1,2.208271450E0,1.780377764E-1,2.014548225E0,2.994422281E0
1.404737113E1,2.018313248E0,5.019323006E-1,3.161605875E0,3.784346193E0
1.405733012E1,1.825798789E0,2.186789949E-1,3.989866896E0,4.393222003E0
1.406728812E1,1.663293994E0,-3.501445757E-1,3.967898322E0,4.316638186E0
1.407724713E1,1.449815221E0,-1.004483090E0,3.645007473E0,4.049324626E0
1.408720612E1,1.146680505E0,-1.671727287E0,3.397536349E0,3.956362161E0
1.409716412E1,8.091107317E-1,-1.977437117E0,3.050974216E0,3.724696148E0
1.410712313E1,4.877870820E-1,-1.944905694E0,2.761839927E0,3.412968529E0
1.411708212E1,3.112646116E-1,-1.749248649E0,2.361799745E0,2.955478731E0
1.412704013E1,3.900750652E-1,-1.465975317E0,1.887982319E0,2.421924735E0
1.413699912E1,8.130041002E-1,-1.269469694E0,1.626008347E0,2.217302892E0
1.414695712E1,1.357606092E0,-1.004157693E0,1.770357975E0,2.446547431E0
1.415691613E1,1.611892145E0,-6.366848937E-1,2.138365940E0,2.752484847E0
1.416687512E1,1.479166489E0,-3.276143767E-1,2.593489233E0,3.003573053E0
1.417683312E1,1.052653769E0,-2.446545196E-1,3.142642186E0,3.323271836E0
1.418679213E1,5.575080389E-1,-5.309039386E-1,3.495381317E0,3.579156990E0
1.419675112E1,8.566339038E-2,-1.070314699E0,3.400190400E0,3.565698603E0
1.420670912E1,-2.416730243E-1,-1.623623706E0,2.880815563E0,3.315668575E0
1.421666813E1,-3.446566714E-1,-2.018636745E0,2.066870865E0,2.909576894E0
1.422662712E1,-3.411096042E-1,-2.356339469E0,9.909416699E-1,2.578886746E0
1.423658512E1,-3.204891059E-1,-2.426629725E0,-1.715309948E-1,2.453704948E0
1.424654388E1,-3.605594900E-1,-2.141598281E0,-1.116477882E0,2.441919164E0
1.425650187E1,-3.462133464E-1,-1.668252287E0,-1.726428428E0,2.425589514E0
1.426646087E1,-1.327487522E-1,-1.263328802E0,-2.084925898E0,2.441421285E0
1.427641988E1,2.076246876E-1,-9.767558862E-1,-2.115762944E0,2.339575369E0
1.428637787E1,5.924455909E-1,-7.489701453E-1,-2.004357113E0,2.220224199E0
1.429633687E1,8.700949252E-1,-6.168726267E-1,-1.964944541E0,2.235755815E0
1.430629588E1,1.034326110E0,-5.231742118E-1,-2.026206989E0,2.334321426E0
1.431625387E1,1.133490502E0,-4.599618638E-1,-2.157309165E0,2.479989610E0
1.432621287E1,1.275136962E0,-4.646690185E-1,-2.282268257E0,2.655304119E0
1.433617088E1,1.442824143E0,-4.648991065E-1,-2.434098812E0,2.867526759E0
1.434612987E1,1.607693113E0,-4.970241478E-1,-2.741181715E0,3.216486801E0
1.435608887E1,1.741740240E0,-4.513601710E-1,-3.107889259E0,3.591150333E0
1.436604688E1,1.800079372E0,-2.736578786E-1,-3.354966865E0,3.817194919E0
1.437600587E1,1.792702378E0,1.744355991E-2,-3.302917290E0,3.758104405E0
1.438596488E1,1.769195841E0,2.444016275E-1,-3.075926040E0,3.556839479E0
1.439592288E1,1.666619598E0,3.445324181E-1,-2.829979870E0,3.302288531E0
1.440588187E1,1.377056416E0,4.304818104E-1,-2.469787293E0,2.860323100E0
1.441583988E1,8.632127523E-1,4.579843354E-1,-2.057923456E0,2.278142853E0
1.442579887E1,2.445766054E-1,4.216988540E-1,-1.679673507E0,1.748985629E0
1.443575787E1,-3.084166521E-1,3.413874932E-1,-1.096960461E0,1.189532893E0
1.444571588E1,-8.059096004E-1,2.661544392E-1,-4.857855070E-1,9.779141211E-1
1.445567487E1,-1.074535146E0,3.077062154E-1,1.195100713E-1,1.124095882E0
1.446563387E1,-1.145784931E0,5.290474476E-1,8.028887826E-1,1.495775620E0
1.447559188E1,-1.064203554E0,8.132339689E-1,1.523696691E0,2.028676982E0
1.448555087E1,-8.930438579E-1,1.060546194E0,1.956868367E0,2.398253399E0
1.449550987E1,-7.634815458E-1,1.309410709E0,2.110963549E0,2.598774246E0
1.450546788E1,-6.622143488E-1,1.553480653E0,2.080993060E0,2.679992929E0
1.451542687E1,-6.468889428E-1,1.709414200E0,1.698789809E0,2.495285360E0
1.452538487E1,-8.485961019E-1,1.922390260E0,1.235302075E0,2.437554280E0
1.453534388E1,-1.152646784E0,2.397402125E0,1.198503792E0,2.917626244E0
1.454530287E1,-1.220450366E0,2.969521333E0,1.626737494E0,3.599143081E0
1.455526088E1,-1.061484599E0,3.469607083E0,2.163931137E0,4.224632626E0
1.456521987E1,-7.695369224E-1,3.863366479E0,2.756310800E0,4.807809985E0
1.457517887E1,-4.139090471E-1,4.075277175E0,3.446526076E0,5.353293075E0
1.458513688E1,-2.585320088E-1,4.057358968E0,3.887089802E0,5.624808239E0
1.459509587E1,-2.515299681E-1,3.796857617E0,3.910806693E0,5.456537737E0
1.460505387E1,-3.355982380E-1,3.343626775E0,3.644485316E0,4.957291540E0
1.461501288E1,-2.835512944E-1,2.717884068E0,3.250732060E0,4.246710971E0
1.462497187E1,-5.689427076E-1,2.287366298E0,2.773206330E0,3.639562300E0
1.463492987E1,-6.393091241E-1,1.820891951E0,1.972317880E0,2.759420496E0
1.464488888E1,-3.746577848E-1,1.270043453E0,1.019670210E0,1.671258856E0
1.465484787E1,-2.726965964E-2,9.534569246E-1,4.344299966E-1,1.048118869E0
1.466480587E1,3.703105992E-1,9.029676792E-1,3.680471420E-1,1.043043273E0
1.467476488E1,7.826055224E-1,8.600149101E-1,4.362075502E-1,1.241923539E0
1.468472287E1,1.257563155E0,6.108176887E-1,3.672723860E-1,1.445493806E0
1.469468188E1,1.706481383E0,2.325382116E-1,1.492531031E-1,1.728707384E0
1.470464087E1,1.953122494E0,-1.188388109E-1,-1.644611263E-1,1.963633775E0
1.471459887E1,1.892639042E0,-3.912509403E-1,-5.094146901E-1,1.998665346E0
1.472455788E1,1.640984674E0,-6.371383452E-1,-6.067486113E-1,1.861966661E0
1.473451687E1,1.318547568E0,-8.687646836E-1,-4.457677478E-1,1.640740275E0
1.474447487E1,8.840744483E-1,-1.092232402E0,-2.393931949E-1,1.425436197E0
1.475443388E1,4.698636849E-1,-1.305519826E0,-9.577446878E-2,1.390800721E0
1.476439287E1,2.197357330E-1,-1.567011987E0,1.451091814E-1,1.588983019E0
1.477435087E1,1.208042063E-1,-1.877060305E0,3.696200430E-1,1.916916279E0
1.478430988E1,1.473714691E-1,-2.017036216E0,5.970855027E-1,2.108711584E0
1.479426787E1,4.231581728E-1,-2.047318068E0,6.521966797E-1,2.189962242E0
1.480422687E1,7.861116591E-1,-1.951386310E0,4.909497678E-1,2.160303623E0
1.481418588E1,1.255818346E0,-1.535597236E0,2.185730141E-1,1.995723617E0
1.482414387E1,1.771359018E0,-1.086651819E0,-3.195871729E-1,2.102536779E0
1.483410288E1,1.987009740E0,-8.005700693E-1,-8.943825048E-1,2.321430638E0
1.484406088E1,1.885257078E0,-5.246051717E-1,-1.402257623E0,2.407432507E0
1.485401987E1,1.558071302E0,-3.646768069E-1,-1.771172492E0,2.386970329E0
1.486397888E1,1.194546981E0,-3.351726338E-1,-1.843367479E0,2.222000641E0
1.487393687E1,8.659603590E-1,-4.200207031E-1,-1.662200857E0,1.920733304E0
1.488389587E1,6.309699713E-1,-5.329848164E-1,-1.293493565E0,1.534705679E0
1.489385488E1,4.836800708E-1,-6.666644454E-1,-8.610030895E-1,1.191517610E0
1.490381287E1,2.116344157E-1,-7.632341355E-1,-5.983607805E-1,9.926485255E-1
1.491377187E1,-2.286324178E-1,-8.105270004E-1,-4.698512596E-1,9.643583395E-1
1.492373088E1,-7.798093839E-1,-7.984568855E-1,-5.177066267E-1,1.230307370E0
1.493368887E1,-1.383731159E0,-8.243796390E-1,-8.084769666E-1,1.802206624E0
1.494364787E1,-1.901565986E0,-9.768308768E-1,-1.137244853E0,2.421461876E0
1.495360588E1,-1.885913428E0,-5.721268966E0,2.435143125E-1,6.029003837E0
1.496356487E1,1.935765473E0,-3.696665401E1,7.272158718E0,3.772485903E1
1.497352387E1,-9.458472119E-1,1.191911349E0,1.205359068E0,1.941177502E0
1.498348188E1,-3.644567762E0,3.208084223E0,9.374823314E-1,4.945053253E0
1.499344087E1,-4.929244310E0,7.764619991E-1,1.503816158E-1,4.992289789E0
1.500339988E1,-5.606240201E0,1.345666808E0,-5.226755905E-1,5.789122397E0
1.501335787E1,-6.227043765E0,4.729073068E-1,-2.134416731E0,6.599655305E0
1.502331687E1,-6.406325244E0,-4.457475749E-1,-4.137573996E0,7.639320166E0
1.503327488E1,-6.136549916E0,-4.588736969E-1,-4.877095333E0,7.851997760E0
1.504323387E1,-6.347806309E0,4.232463196E-1,-2.849027175E0,6.970705720E0
1.505319287E1,-6.126269342E0,-6.377993730E-1,-6.834325057E-1,6.197180333E0
1.506315088E1,-4.059081850E0,-2.962533618E0,9.497983217E-1,5.114182999E0
1.507310987E1,-2.683447477E0,-3.604019953E0,2.381109590E0,5.085226943E0
1.508306887E1,-3.313196111E0,-2.629164850E0,3.163951194E0,5.282079461E0
1.509302688E1,-4.250544833E0,-7.216276878E-1,2.532708011E0,5.000248771E0
1.510298587E1,-3.925983434E0,7.788950256E-1,1.473932208E0,4.265266643E0
1.511294387E1,-2.740181841E0,1.648735597E0,8.052639216E-1,3.297783433E0
1.512290288E1,-1.547969652E0,1.861021977E0,2.828233892E-1,2.437129852E0
1.513286187E1,-1.094078953E0,1.734184175E0,-7.162155050E-1,2.171950312E0
1.514281987E1,-1.452741021E0,1.198998174E0,-2.416865314E0,3.064195007E0
1.515277888E1,-2.316846351E0,6.136930570E-1,-3.789984507E0,4.484236696E0
1.516273787E1,-3.141690844E0,4.880571502E-1,-4.062350151E0,5.158595728E0
1.517269588E1,-2.484119111E0,3.069606954E-1,-3.371729078E0,4.199241551E0
1.518265487E1,-6.773826841E-1,-4.045980871E-3,-1.971491084E0,2.084620052E0
1.519261287E1,7.761991668E-1,-6.024737120E-2,-4.380681342E-1,8.933188582E-1
1.520257188E1,1.735384024E0,3.185405213E-1,1.518814266E-1,1.770901957E0
1.521253087E1,2.411035640E0,8.386316425E-1,8.967523813E-2,2.554297856E0
1.522248887E1,2.603224263E0,1.706684720E0,2.587802231E-2,3.112911654E0
1.523244788E1,2.463833366E0,2.904767805E0,8.271003485E-2,3.809854565E0
1.524240687E1,2.017645496E0,3.851820859E0,-3.470907211E-2,4.348404534E0
1.525236392E1,1.808671271E0,4.525540262E0,-3.813565743E-1,4.888480262E0
1.526232292E1,3.171939075E0,3.585966674E0,-8.561078006E-1,4.863463277E0
1.527228092E1,4.578304075E0,1.061161175E0,-1.822830303E0,5.040797710E0
1.528223992E1,4.155169145E0,-7.512493899E-1,-2.523975779E0,4.919375977E0
1.529219892E1,2.661601110E0,-2.054565108E0,-3.140968713E0,4.601200137E0
1.530215692E1,1.253273492E0,-2.721279839E0,-3.521028959E0,4.623170269E0
1.531211592E1,-2.774585688E-1,-3.068462654E0,-2.917776398E0,4.243331878E0
1.532207492E1,-1.170357050E0,-3.455326720E0,-1.772967002E0,4.056159558E0
1.533203292E1,-1.330008257E0,-3.859400312E0,-6.767871451E-1,4.137865824E0
1.534199192E1,-1.008480393E0,-3.671455598E0,3.190252554E-1,3.820784740E0
1.535194992E1,5.174399936E-1,-2.435896100E0,1.224643185E0,2.775082862E0
1.536190892E1,2.309596388E0,-7.253962183E-1,1.760481443E0,2.993280819E0
1.537186792E1,3.775926046E0,1.073303211E0,1.628811502E0,4.250014612E0
1.538182592E1,4.994227926E0,2.573298213E0,1.154595881E0,5.735613997E0
1.539178492E1,5.567923397E0,3.162919745E0,6.112866354E-1,6.432690232E0
1.540174392E1,5.243977709E0,2.989119446E0,2.796898663E-1,6.042546127E0
1.541170192E1,4.010192403E0,2.588282288E0,6.808515447E-1,4.821245392E0
1.542166092E1,2.168926413E0,1.989059043E0,9.367637086E-1,3.088385324E0
1.543161892E1,4.715071911E-1,1.421016514E0,1.490011466E0,2.112283393E0
1.544157792E1,-1.431199586E-1,8.458707878E-1,1.815118995E0,2.007644809E0
1.545153692E1,2.908989787E-2,3.824485418E-1,1.797639329E0,1.838102355E0
1.546149492E1,3.585582805E-1,1.699747218E-1,1.785968871E0,1.829519132E0
1.547145392E1,6.711609542E-1,8.745347891E-2,1.753339069E0,1.879442212E0
1.548141292E1,8.577362502E-1,1.601493164E-1,1.623671215E0,1.843276293E0
1.549137092E1,9.341675448E-1,3.508987203E-1,1.097334682E0,1.483220253E0
1.550132992E1,9.668949956E-1,5.369376073E-1,2.357106185E-1,1.130817148E0
1.551128792E1,8.633039689E-1,7.071236694E-1,-5.278685027E-1,1.234488875E0
1.552124692E1,6.377721834E-1,9.208569431E-1,-1.040206801E0,1.528646805E0
1.553120592E1,4.436381918E-1,1.127461584E0,-1.240213151E0,1.733814618E0
1.554116392E1,1.024046266E-1,1.390938291E0,-8.847480476E-1,1.651658301E0
1.555112292E1,-1.358422217E-1,1.521490244E0,-4.818754739E-1,1.601745811E0
1.556108192E1,-1.619412687E-1,1.265975106E0,-4.434452337E-1,1.351133457E0
1.557103992E1,-5.642794070E-1,1.111271667E0,-1.378539562E-2,1.246405233E0
1.558099892E1,-7.473978290E-1,1.021998644E0,7.950447428E-1,1.495052135E0
1.559095692E1,-4.975284702E-1,9.831414843E-1,1.445911766E0,1.817900600E0
1.560091592E1,-1.862063366E-1,1.061180032E0,1.720472454E0,2.029975696E0
1.561087492E1,-5.393530190E-2,1.274783352E0,1.463079191E0,1.941283681E0
1.562083292E1,-2.705027211E-1,1.514287059E0,7.964457357E-1,1.732213275E0
1.563079192E1,-7.039421993E-1,1.621029150E0,5.668173909E-2,1.768186343E0
1.564075092E1,-1.244912851E0,1.452951667E0,-4.319145244E-1,1.961485842E0
1.565070892E1,-1.685173691E0,1.047529488E0,-4.453455788E-1,2.033583310E0
1.566066792E1,-1.913042316E0,5.897883969E-1,1.339526939E-1,2.006370997E0
1.567062592E1,-1.914469036E0,1.173213123E-1,6.973126262E-1,2.040882378E0
1.568058492E1,-1.804040861E0,-2.219470768E-1,1.059586812E0,2.103936345E0
1.569054392E1,-1.717058265E0,-4.264370721E-1,1.172697691E0,2.122582751E0
1.570050192E1,-1.664246798E0,-5.120103423E-1,1.014569099E0,2.015247492E0
1.571046092E1,-1.611053216E0,-5.671283897E-1,5.698018098E-1,1.800500257E0
1.572041992E1,-1.619045190E0,-6.045124168E-1,-7.949523568E-2,1.730046844E0
1.573037792E1,-1.691706785E0,-6.270559913E-1,-5.903202742E-1,1.898301632E0
1.574033692E1,-1.781914412E0,-7.141720493E-1,-7.225661659E-1,2.051185645E0
1.575029492E1,-1.761412612E0,-8.358318494E-1,-6.005353600E-1,2.040056859E0
1.576025392E1,-1.635959431E0,-9.671663064E-1,-6.626292819E-1,2.012672723E0
1.577021292E1,-1.456066040E0,-1.049554013E0,-8.370458776E-1,1.980489268E0
1.578017092E1,-1.335823605E0,-1.089265379E0,-8.485912049E-1,1.921205560E0
1.579012992E1,-1.235979767E0,-1.076461877E0,-8.219314098E-1,1.833572305E0
1.580008892E1,-1.234522641E0,-1.098714187E0,-7.515239167E-1,1.815490901E0
1.581004692E1,-1.478941225E0,-1.132658004E0,-6.298913062E-1,1.966454769E0
1.582000592E1,-1.728910864E0,-1.117813824E0,-6.504121095E-1,2.159091576E0
1.582996392E1,-1.733667281E0,-1.077651931E0,-9.888343334E-1,2.268199565E0
1.583992292E1,-1.537876773E0,-1.068452945E0,-1.502693492E0,2.400988213E0
1.584988192E1,-1.458085961E0,-1.031240388E0,-1.724112346E0,2.482344615E0
1.585983992E1,-1.616996033E0,-9.125550663E-1,-1.412996035E0,2.333236103E0
1.586979892E1,-1.718803367E0,-8.291813725E-1,-8.728232360E-1,2.098486875E0
1.587975792E1,-1.618805454E0,-9.614597163E-1,-2.860633314E-1,1.904407549E0
1.588971592E1,-1.480846248E0,-1.250155464E0,4.210451353E-1,1.983197746E0
1.589967492E1,-1.255194887E0,-1.483361135E0,1.230795625E0,2.300159198E0
1.590963292E1,-8.888750124E-1,-1.675866093E0,1.802570286E0,2.616846496E0
1.591959192E1,-4.003559321E-1,-1.925647451E0,1.813484114E0,2.675280847E0
1.592955092E1,-2.336518139E-2,-2.116635933E0,1.451712788E0,2.566741830E0
1.593950892E1,1.645029339E-1,-2.198905088E0,5.348220116E-1,2.268982015E0
1.594946792E1,-1.123229662E-1,-2.180197506E0,-6.579620343E-1,2.280085887E0
1.595942692E1,-5.606266513E-1,-1.927097560E0,-1.192657746E0,2.334617688E0
1.596938492E1,-7.885853237E-1,-1.615072007E0,-1.023862079E0,2.068482042E0
1.597934392E1,-9.683510984E-1,-1.428659848E0,-6.609365129E-1,1.848136869E0
1.598930192E1,-1.189869501E0,-1.310261625E0,-2.963392282E-1,1.794545038E0
1.599926092E1,-1.299957954E0,-1.314280124E0,-9.564232171E-2,1.851045753E0
1.600921992E1,-1.217018562E0,-1.512182061E0,-1.903204376E-1,1.950397559E0
