"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.971954667E0,-8.793532602E-2,-2.062839210E-2,-6.987656593E-2,1.141967013E-1
2.981912667E0,-8.194938518E-2,-3.796831012E-2,-1.306139338E-1,1.587995403E-1
2.991871667E0,-1.614498103E-1,-3.690820992E-2,-1.311144555E-1,2.112327096E-1
3.001829667E0,-1.801940102E-1,2.501438856E-3,-1.846024454E-1,2.579810097E-1
3.011788667E0,-1.226327768E-1,-2.215334594E-2,-3.036820885E-1,3.282565758E-1
3.021746667E0,-9.023832500E-2,-5.766114771E-2,-3.821178087E-1,3.968397447E-1
3.031705667E0,-1.357460350E-1,-7.689205527E-2,-4.120005890E-1,4.405494972E-1
3.041663667E0,-1.656287422E-1,-7.904675424E-2,-3.537389322E-1,3.985128628E-1
3.051622667E0,-1.349813654E-1,-8.062023997E-2,-3.198847961E-1,3.564349518E-1
3.061581667E0,-6.870397992E-2,-8.832336187E-2,-4.033152080E-1,4.185503674E-1
3.071539667E0,-6.527568430E-2,-5.153618932E-2,-4.367074871E-1,4.445563216E-1
3.081498667E0,-1.190980618E-1,3.739002049E-2,-3.889356621E-1,4.084768185E-1
3.091456667E0,-1.418777177E-1,7.481044650E-2,-2.189897744E-1,2.714450423E-1
3.101415667E0,-8.149827249E-2,3.901145339E-2,2.372098446E-2,9.341598910E-2
3.111373667E0,-5.829081975E-2,-4.595736086E-2,2.754436183E-1,2.852701974E-1
3.121332667E0,-5.103778727E-2,-7.599333823E-2,3.878247643E-1,3.984819832E-1
3.131290667E0,-5.531758368E-2,-1.049814945E-1,3.595102803E-1,3.785878906E-1
3.141249667E0,-3.610107489E-2,-8.420165956E-2,2.897821605E-1,3.039192453E-1
3.151208667E0,-8.633560091E-3,-1.722765148E-2,2.028350870E-1,2.037483813E-1
3.161166667E0,-7.763348222E-3,8.025888205E-3,9.048917055E-2,9.117551450E-2
3.171125667E0,-1.663101621E-2,-1.004727066E-2,-2.683067992E-2,3.312738645E-2
3.181083667E0,1.235684775E-2,-2.426594496E-3,-1.699060535E-1,1.703720842E-1
3.191042667E0,2.390780300E-4,9.606390595E-3,-2.753828073E-1,2.755504136E-1
3.201000667E0,-1.840769269E-2,8.501851559E-4,-3.045956428E-1,3.051525382E-1
3.210959667E0,-7.567247227E-3,6.835395098E-3,-2.212459226E-1,2.214807985E-1
3.220917667E0,-4.748363033E-2,8.855608106E-3,-1.664035714E-1,1.732722295E-1
3.230876667E0,-7.191344351E-3,5.372421741E-3,-9.965190366E-2,1.000553859E-1
3.240835667E0,2.029290810E-2,2.311696708E-2,-3.396545246E-2,4.582410116E-2
3.250793667E0,1.328005001E-2,2.686561704E-2,2.726914801E-2,4.051823713E-2
3.260752667E0,1.913501322E-4,1.286387444E-5,-4.901063070E-3,4.904813918E-3
3.270710667E0,4.146509126E-2,-1.041213691E-2,-3.942792132E-2,5.815777995E-2
3.280669667E0,1.846287578E-2,-5.166015029E-3,-3.616970658E-2,4.093669708E-2
3.290627667E0,1.710573703E-2,-4.124041200E-3,-2.511028290E-2,3.066170678E-2
3.300586667E0,8.972026169E-2,-1.336673498E-3,2.407649517E-2,9.290419621E-2
3.310544667E0,1.574910991E-1,-3.354606092E-2,7.581368253E-2,1.779789284E-1
3.320503667E0,1.520645906E-1,-5.247291327E-2,1.149305320E-1,1.977019816E-1
3.330462667E0,1.349942292E-1,-9.865363777E-2,1.780067861E-1,2.442179315E-1
3.340420667E0,1.172096305E-1,-3.046925604E-2,1.232872264E-1,1.728184401E-1
3.350379667E0,9.593132034E-2,1.756971359E-2,-6.287174776E-2,1.160360708E-1
3.360337667E0,4.650378317E-2,1.934960604E-2,-1.886523731E-1,1.952606642E-1
3.370296667E0,1.132020950E-3,1.942795873E-2,-2.873791011E-1,2.880372802E-1
3.380254667E0,-2.624098822E-2,7.168686390E-3,-2.901284619E-1,2.914009333E-1
3.390213667E0,1.459611207E-3,5.112220645E-3,-3.207618785E-1,3.208059350E-1
3.400172667E0,-4.626170844E-3,-2.938693643E-2,-3.192813635E-1,3.206642833E-1
3.410130667E0,-4.884106144E-2,-9.269532502E-2,-2.940121094E-1,3.121233619E-1
3.420089667E0,-3.692136616E-2,-9.697607160E-2,-2.870691255E-1,3.052478150E-1
3.430047667E0,-1.605660036E-2,-9.000560582E-2,-3.200181127E-1,3.328218982E-1
3.440006667E0,-3.352793455E-3,-5.888087690E-2,-2.782092782E-1,2.843916338E-1
3.449964667E0,-3.136753455E-2,-9.801687598E-3,-2.672188517E-1,2.692320746E-1
3.459923667E0,-2.388134435E-2,-1.440227687E-2,-2.730520340E-1,2.744725077E-1
3.469881667E0,-3.370525137E-2,-6.882406712E-2,-2.848540541E-1,2.949824203E-1
3.479840667E0,-4.519225270E-2,-1.056246883E-1,-3.651013148E-1,3.827504207E-1
3.489799667E0,-5.279904172E-2,-6.918600976E-2,-4.535357007E-1,4.618106479E-1
3.499757667E0,-6.037688702E-2,-6.312186241E-2,-5.029926932E-1,5.105207022E-1
3.509716667E0,-5.502098367E-2,-1.300245345E-1,-5.403997437E-1,5.585387822E-1
3.519674667E0,-1.974955559E-2,-1.035372323E-1,-5.841356742E-1,5.935692793E-1
3.529633667E0,-1.039444908E-1,-4.850206912E-2,-5.407809822E-1,5.528118835E-1
3.539591667E0,-1.539127493E-1,-1.889937043E-2,-4.430634105E-1,4.694161334E-1
3.549550667E0,-1.415825795E-1,-1.890521765E-2,-4.036461238E-1,4.281742955E-1
3.559509667E0,-1.174626687E-1,-7.840882301E-2,-3.467832672E-1,3.744383213E-1
3.569467667E0,-6.671278372E-2,-1.138008499E-1,-3.646370459E-1,3.877646247E-1
3.579426667E0,-9.311559364E-2,-1.456781155E-1,-3.285071003E-1,3.712270762E-1
3.589384667E0,-7.321050212E-2,-1.434550041E-1,-3.418083465E-1,3.778519043E-1
3.599343667E0,-6.475586683E-2,-8.420516789E-2,-3.426503821E-1,3.587382290E-1
3.609301667E0,-4.561836854E-2,-6.215005517E-2,-2.527037966E-1,2.642023348E-1
3.619260667E0,-3.256519049E-2,-6.250615060E-2,-2.418770739E-1,2.519365582E-1
3.629219667E0,-8.389000297E-2,-5.158179760E-2,-3.101269627E-1,3.253873805E-1
3.639177667E0,-8.703565881E-2,-7.112260759E-2,-3.539740634E-1,3.713909918E-1
3.649136667E0,-9.642336354E-2,-1.213525289E-1,-3.715309131E-1,4.025656725E-1
3.659094667E0,-6.852337405E-2,-1.480602711E-1,-2.894517928E-1,3.322644084E-1
3.669053667E0,-6.206600145E-2,-1.617895335E-1,-2.255253536E-1,2.844111931E-1
3.679011667E0,-4.001337379E-2,-1.293386561E-1,-1.668251191E-1,2.148491992E-1
3.688970667E0,-2.708357200E-2,-1.409272528E-1,-1.190510648E-1,1.864595572E-1
3.698928667E0,3.762361676E-2,-1.055825883E-1,-8.951502442E-2,1.434439232E-1
3.708887667E0,3.953097850E-2,-7.276976824E-2,-4.508382339E-2,9.429044788E-2
3.718846667E0,2.201769054E-3,-3.734558165E-2,-7.104195256E-2,8.029009453E-2
3.728804667E0,9.336249232E-3,-1.475427926E-2,-7.501977682E-4,1.747618673E-2
3.738763667E0,4.743714496E-2,-4.146728396E-2,4.553453408E-2,7.773809977E-2
3.748721667E0,-2.682410181E-3,-9.574113965E-2,-2.411223628E-2,9.876720652E-2
3.758680667E0,-1.275328897E-1,-2.466647923E-2,-5.315828003E-2,1.403526839E-1
3.768638667E0,-6.451686189E-2,1.849065006E-2,5.327814795E-2,8.569066843E-2
3.778597667E0,6.619939819E-2,2.232993186E-2,1.738020533E-1,1.873182851E-1
3.788556667E0,1.705103633E-1,4.422190726E-2,1.986310852E-1,2.654876062E-1
3.798514667E0,2.199965188E-1,4.379447579E-2,1.729204394E-1,2.832276518E-1
3.808473667E0,2.042183921E-1,3.845012069E-2,9.101834357E-2,2.268653837E-1
3.818431667E0,1.225721119E-1,3.941666543E-2,8.226732753E-2,1.527923732E-1
3.828390667E0,1.230979228E-1,2.011559129E-2,1.195825768E-1,1.727938896E-1
3.838348667E0,2.014108515E-1,-8.707088828E-3,8.271763623E-2,2.179090449E-1
3.848307667E0,1.586267745E-1,-8.251766145E-2,3.583524585E-2,1.823616816E-1
3.858266667E0,5.195134163E-2,1.469931543E-2,1.704317182E-3,5.401774216E-2
3.868224667E0,6.913163066E-3,9.948452711E-2,-5.166599751E-2,1.123135711E-1
3.878183667E0,1.112959027E-2,1.196164906E-1,-5.658876836E-2,1.327940560E-1
3.888141667E0,7.631668925E-2,1.427182549E-1,-5.802952230E-2,1.719306919E-1
3.898100667E0,8.523018479E-2,7.454556763E-2,-6.899962977E-2,1.325977940E-1
3.908058667E0,6.913952440E-2,3.873137176E-2,-8.406600416E-2,1.155313206E-1
3.918017667E0,3.605831712E-2,4.804130852E-2,-1.462286308E-2,6.182230733E-2
3.927975667E0,4.321297020E-2,4.295364618E-2,7.655700982E-2,9.784350906E-2
3.937934667E0,4.608249128E-2,6.077595949E-2,1.427784812E-1,1.618734319E-1
3.947893667E0,8.158503056E-2,6.239622295E-2,1.000025904E-1,1.433524466E-1
3.957851667E0,9.536224008E-2,3.250174820E-2,-5.333566993E-2,1.139956760E-1
3.967810667E0,7.779895842E-2,3.309582531E-2,-1.464888319E-1,1.691360088E-1
3.977768667E0,6.428428888E-2,4.093635678E-2,-1.481924182E-1,1.666410751E-1
3.987727667E0,6.755668312E-2,4.248236060E-2,-1.387427330E-1,1.600568723E-1
3.997685667E0,5.078160614E-2,2.781228125E-2,-1.759754634E-1,1.852556564E-1
4.007644667E0,-1.688032687E-2,6.172262371E-2,-1.678533885E-1,1.796368218E-1
4.017603667E0,-5.541727871E-2,1.009586102E-1,-1.463622397E-1,1.862407607E-1
4.027561667E0,6.738916039E-4,7.916252911E-2,-1.028238720E-1,1.297686742E-1
4.037520667E0,9.638053268E-2,7.432395816E-3,-1.263758719E-1,1.591078521E-1
4.047478667E0,9.315696269E-2,7.048233747E-3,-1.177822191E-1,1.503347878E-1
4.057437667E0,3.312359959E-2,4.272209644E-2,-9.886121392E-2,1.126760400E-1
4.067395667E0,6.981078476E-2,-6.847089529E-4,-1.276765850E-1,1.455174383E-1
4.077354667E0,3.540196717E-3,-7.010753095E-2,-1.279250917E-1,1.459192515E-1
4.087313667E0,-2.792250127E-2,-7.244875610E-2,-1.284604043E-2,7.869885064E-2
4.097271667E0,5.550352514E-2,-8.818185925E-3,1.463271564E-1,1.567483283E-1
4.107231417E0,9.958159089E-2,1.221951127E-2,3.038616711E-1,3.199964451E-1
4.117189417E0,8.322225094E-2,-1.028349817E-2,3.557264739E-1,3.654764256E-1
4.127148417E0,8.172711790E-2,1.127986372E-2,3.644581211E-1,3.736793801E-1
4.137106417E0,1.171495503E-1,2.259656489E-2,3.073074353E-1,3.296550950E-1
4.147065417E0,1.186528695E-1,1.373627901E-2,2.049706364E-1,2.372343790E-1
4.157024417E0,8.730156094E-2,2.792162418E-2,1.497813991E-1,1.756008176E-1
4.166982417E0,8.548278451E-2,2.328478217E-2,9.793764621E-2,1.320654007E-1
4.176941417E0,5.446520582E-2,-1.784628689E-2,9.887203127E-2,1.142831010E-1
4.186899417E0,5.364922687E-2,-2.087748349E-2,1.833259982E-1,1.921523627E-1
4.196858417E0,6.088310972E-2,9.913369417E-3,2.773699835E-1,2.841463279E-1
4.206816417E0,8.770428792E-2,2.339120150E-2,4.110651076E-1,4.209675915E-1
4.216775417E0,7.817274168E-2,2.737607896E-2,5.596598142E-1,5.657557202E-1
4.226734417E0,5.221680522E-2,6.099873841E-2,6.313770837E-1,6.364624597E-1
4.236692417E0,1.334393084E-2,8.139265716E-2,6.296936703E-1,6.350723923E-1
4.246651417E0,7.215317935E-2,1.803866029E-2,2.372607154E-1,2.486445688E-1
4.256609417E0,-6.056809098E-2,-2.062663794E-2,5.765763938E-2,8.612987412E-2
4.266568417E0,6.456641704E-3,6.988592148E-3,-5.651392400E-2,5.730926843E-2
4.276526417E0,1.301977582E-1,3.432491004E-2,-2.672966927E-2,1.372739266E-1
4.286485417E0,9.260732442E-2,1.130746257E-1,1.224556062E-1,1.906760682E-1
4.296444417E0,4.108999237E-2,1.056890076E-1,2.391841570E-1,2.647028801E-1
4.306402417E0,8.267188177E-2,4.389329374E-2,3.061295137E-1,3.201195721E-1
4.316361417E0,6.641662225E-2,-6.242955208E-2,2.047747546E-1,2.241457491E-1
4.326319417E0,1.055067207E-1,-1.022385657E-1,9.611214548E-2,1.755617753E-1
4.336278417E0,1.418454118E-1,-5.687937498E-2,5.527256012E-2,1.625128920E-1
4.346236417E0,1.426542279E-1,-7.319076777E-2,3.714736104E-2,1.645814195E-1
4.356195417E0,2.044436561E-1,-4.832314432E-2,6.534205019E-2,2.200043597E-1
4.366154417E0,1.634460497E-1,-4.890611172E-3,1.112672514E-1,1.977850613E-1
4.376112417E0,1.331143494E-1,3.877288699E-3,2.269269311E-1,2.631165055E-1
4.386071417E0,1.590040661E-1,-1.883037329E-2,2.732357097E-1,3.166932728E-1
4.396029417E0,1.510897136E-1,-4.882249653E-2,2.595105404E-1,3.042325727E-1
4.405988417E0,1.362752080E-1,-8.147802651E-2,1.690634698E-1,2.319311491E-1
4.415946417E0,1.324063247E-1,-8.667269289E-2,6.423049450E-2,1.707897741E-1
4.425905417E0,1.170662275E-1,-7.456895649E-2,2.496761084E-3,1.388209808E-1
4.435864417E0,8.916214496E-2,-5.575144708E-2,-1.816086709E-2,1.067142401E-1
4.445822417E0,7.915024996E-2,-6.184599996E-3,-5.407563508E-2,9.605824095E-2
4.455781417E0,5.696964137E-2,1.367663741E-2,-6.806159019E-3,5.898232150E-2
4.465739417E0,5.492070392E-3,2.528043687E-2,8.020157933E-2,8.427073426E-2
4.475698417E0,-1.752045080E-2,-4.725193441E-2,2.801225603E-2,5.765759264E-2
4.485656417E0,4.010451727E-2,-1.388345343E-1,-3.982304692E-2,1.498975493E-1
4.495615417E0,8.011211693E-2,-1.259466863E-1,-1.026092792E-1,1.811330539E-1
4.505574417E0,1.081270042E-1,-4.614739537E-2,-8.338363409E-2,1.441314038E-1
4.515532417E0,1.042617023E-1,-1.351876259E-2,-5.583915532E-2,1.190431467E-1
4.525491417E0,1.144838778E-1,-1.145469546E-3,-5.434402227E-3,1.146185112E-1
4.535449417E0,8.891838916E-2,-8.962612152E-3,1.741710126E-2,9.105033643E-2
4.545408417E0,5.419879206E-2,-1.760011911E-4,-1.018994272E-2,5.514866244E-2
4.555366417E0,4.452040762E-2,-2.120785117E-2,-4.113457739E-2,6.421754513E-2
4.565325417E0,9.465136483E-2,-2.659898400E-2,1.509166360E-2,9.946931751E-2
4.575284417E0,1.042066654E-1,-3.671057403E-2,-1.867015958E-3,1.104996883E-1
4.585242417E0,1.426458956E-1,-6.837207735E-2,-7.030838281E-2,1.731065025E-1
4.595201417E0,1.206092747E-1,-3.998092175E-2,-1.067613870E-1,1.659610346E-1
4.605159417E0,8.046316914E-2,-1.500395536E-3,-7.576646626E-2,1.105311277E-1
4.615118417E0,8.349144213E-2,-8.304215670E-3,-2.555496365E-2,8.770881982E-2
4.625076417E0,6.991241667E-2,-1.245456934E-4,-1.879675180E-2,7.239529954E-2
4.635035417E0,7.137933690E-2,4.310391963E-2,2.165574789E-2,8.615061834E-2
4.644994417E0,6.299143296E-2,6.053096116E-2,1.511534482E-2,8.865884916E-2
4.654952417E0,9.257962324E-2,4.151873946E-2,-9.075755775E-3,1.018683548E-1
4.664911417E0,8.860322423E-2,6.770783365E-2,-2.094765007E-2,1.134622674E-1
4.674869417E0,8.104533255E-2,8.352981448E-2,-7.966772854E-2,1.410408551E-1
4.684828417E0,8.962860659E-2,3.689242244E-2,-1.187715679E-1,1.533004348E-1
4.694786417E0,1.016059700E-1,2.684515178E-2,-1.280142617E-1,1.656263461E-1
4.704745417E0,1.184116901E-1,1.188037276E-2,-1.783652204E-1,2.144216021E-1
4.714704417E0,1.453627496E-1,1.812344491E-2,-1.647043705E-1,2.204230430E-1
4.724662417E0,1.427433980E-1,4.713323593E-2,-9.555812180E-2,1.781251645E-1
4.734621417E0,1.511118964E-1,4.888681591E-2,-2.666827351E-2,1.610463375E-1
4.744579417E0,1.867806976E-1,1.387018025E-2,5.192064375E-2,1.943583396E-1
4.754538417E0,1.898800691E-1,-1.766911626E-2,1.074601293E-1,2.188933935E-1
4.764497417E0,2.237134659E-1,-5.787749469E-2,8.825904250E-2,2.473604208E-1
4.774455417E0,2.158718929E-1,-6.545607090E-2,-6.373026520E-2,2.344071630E-1
4.784414417E0,1.993014867E-1,3.866646767E-2,-2.243623424E-1,3.025799712E-1
4.794372417E0,1.711421915E-1,1.058410352E-1,-2.508309335E-1,3.215713476E-1
4.804331417E0,1.782796318E-1,1.166946369E-1,-1.662763944E-1,2.702759789E-1
4.814289417E0,1.868781452E-1,1.001592958E-1,-9.924771488E-3,2.122588673E-1
4.824248417E0,2.162216477E-1,9.410508871E-2,1.133052984E-1,2.616212134E-1
4.834207417E0,1.790054905E-1,1.037442237E-1,1.846772897E-1,2.773292825E-1
4.844165417E0,8.150205491E-2,8.397595704E-2,2.458327335E-1,2.722650899E-1
4.854124417E0,5.654786069E-2,4.093811095E-2,3.168992078E-1,3.244976077E-1
4.864082417E0,6.533591519E-2,5.434986949E-3,4.047851980E-1,4.100602119E-1
4.874041417E0,4.419710227E-2,-2.908112705E-2,4.685528854E-1,4.715303831E-1
4.883999417E0,3.603858277E-2,-6.492397428E-2,4.265804020E-1,4.329950822E-1
4.893958417E0,2.727433741E-2,-6.810018182E-2,3.558703154E-1,3.633527290E-1
4.903917417E0,9.869734570E-3,-5.206243873E-2,2.627104291E-1,2.680012663E-1
4.913875417E0,-1.132629426E-2,2.895073414E-2,1.477334118E-1,1.509688409E-1
4.923834417E0,-7.324386779E-3,-4.263204932E-3,3.193222940E-2,3.303768806E-2
4.933792417E0,-3.836396562E-2,-1.434532499E-1,-6.914537162E-2,1.638038803E-1
4.943751417E0,-1.522083225E-2,-1.156596798E-1,-6.062393188E-2,1.314689940E-1
4.953709417E0,-4.062718526E-3,-3.273622155E-2,-5.849496067E-2,6.715524035E-2
4.963668417E0,-2.118921317E-3,-1.058346033E-2,-9.063242733E-2,9.127286752E-2
4.973627417E0,-4.260153417E-2,-1.384152889E-2,-8.728606582E-2,9.810879635E-2
4.983585417E0,-3.240716949E-2,2.496176362E-3,-4.549747735E-2,5.591489941E-2
4.993544417E0,-2.710074820E-2,-1.057995200E-2,1.281534255E-2,3.179023343E-2
5.003502417E0,-2.562604386E-2,-9.268830836E-2,8.402448893E-4,9.616923958E-2
5.013461417E0,2.465303063E-2,-5.760735333E-2,1.530654877E-2,6.450325195E-2
5.023419417E0,-1.085531931E-2,-2.844611943E-2,3.249853224E-2,4.453284479E-2
5.033378417E0,-7.682148669E-2,-6.023275316E-2,-3.025173962E-2,1.021992814E-1
5.043337417E0,-8.684182361E-2,-7.317264140E-2,-9.695736051E-2,1.493200172E-1
5.053295417E0,-7.548707899E-2,-5.834293306E-2,-1.241141689E-1,1.565455967E-1
5.063254417E0,-7.785293553E-2,-3.821623206E-2,-1.227476746E-1,1.502948821E-1
5.073212417E0,-7.741022822E-2,-3.379398286E-2,-8.811373919E-2,1.220590339E-1
5.083171417E0,-6.906731129E-2,-6.597121060E-2,-3.411762625E-2,1.014224163E-1
5.093129417E0,-7.415091712E-2,-6.182261109E-2,5.188175976E-2,1.095997753E-1
5.103088417E0,-1.057021639E-1,-9.284209013E-2,8.080501199E-2,1.622407196E-1
5.113046917E0,-1.074418202E-1,-1.112853777E-1,7.310422897E-2,1.710918125E-1
5.123004917E0,-1.027791408E-1,-1.155591077E-1,1.914495349E-2,1.558332069E-1
5.132963917E0,-1.052932973E-1,-7.948061764E-2,-4.909029901E-3,1.320149447E-1
5.142921917E0,-4.840310499E-2,-5.365112722E-2,-4.033263177E-2,8.275279578E-2
5.152880917E0,-1.346906126E-3,-7.984957695E-2,-6.464243084E-2,1.027444060E-1
5.162839917E0,1.880464554E-2,-1.032746923E-1,-6.353555292E-2,1.227030694E-1
5.172797917E0,8.150287718E-4,-9.596333385E-2,-2.574821413E-3,9.600133030E-2
5.182756917E0,2.633936763E-2,-8.244164765E-2,1.172852057E-1,1.457607870E-1
5.192714917E0,7.971611425E-2,-8.220892847E-2,1.590395880E-1,1.959759101E-1
5.202673917E0,1.126368155E-1,-1.074232918E-1,1.305768040E-1,2.031677080E-1
5.212631917E0,9.357920475E-2,-1.046482033E-1,2.338213831E-2,1.423201967E-1
5.222590917E0,5.601230599E-2,-6.730496049E-2,-7.055952072E-2,1.124543556E-1
5.232549917E0,4.349714488E-2,-4.307468355E-2,-1.062500480E-1,1.226234181E-1
5.242507917E0,4.907838531E-2,-4.306766689E-2,-1.651893970E-1,1.776261488E-1
5.252466917E0,5.331447378E-2,-5.943987072E-2,-2.292748806E-1,2.427807699E-1
5.262424917E0,5.822708510E-2,-2.897880077E-2,-2.442221180E-1,2.527342621E-1
5.272383917E0,7.512027584E-2,1.299368262E-2,-1.963474551E-1,2.106281433E-1
5.282341917E0,6.933686793E-2,1.760245800E-2,-8.633618563E-2,1.121221866E-1
5.292300917E0,5.929485977E-2,-1.976768196E-2,-3.308442324E-2,7.071930929E-2
5.302259917E0,8.195874073E-2,-1.598862648E-2,-8.273810148E-4,8.350781950E-2
5.312217917E0,1.544146597E-1,1.087395000E-1,-4.778607756E-2,1.948118970E-1
5.322176917E0,-5.074725375E-2,-1.849532783E-1,-3.520754725E-3,1.918212570E-1
5.332134917E0,4.978816420E-2,-2.475611705E-1,-2.913784504E-2,2.541936436E-1
5.342093917E0,-6.726132564E-2,1.456687599E-1,-1.877388918E-1,2.469602500E-1
5.352052917E0,-1.073513710E-1,6.778209329E-2,-3.193493374E-1,3.436607751E-1
5.362010917E0,-1.540967904E-2,6.863578677E-2,-2.483686709E-1,2.581381919E-1
5.371969917E0,-1.075814590E-2,-2.668493807E-2,-1.859619230E-1,1.881745478E-1
5.381927917E0,-3.327445775E-2,-8.039804578E-2,-1.789155896E-1,1.989518120E-1
5.391886917E0,-5.233206846E-2,-4.805358768E-2,-1.076975262E-1,1.290215092E-1
5.401844917E0,-6.694075204E-2,-2.729597211E-2,1.006188869E-2,7.298887574E-2
5.411803917E0,-7.467734925E-2,-4.106265664E-2,1.524747728E-1,1.746751402E-1
5.421762917E0,-4.723329641E-2,-4.528785467E-2,2.659889629E-1,2.739198833E-1
5.431720917E0,-7.110484667E-2,-6.726227582E-2,2.700823063E-1,2.872708915E-1
5.441679917E0,-7.596154399E-2,-9.468630195E-2,1.872275528E-1,2.231363002E-1
5.451637917E0,-5.448903322E-2,-9.016991258E-2,6.371710896E-2,1.231240750E-1
5.461596917E0,-6.021528460E-2,-5.273136020E-2,-6.690047935E-2,1.043175488E-1
5.471554917E0,-8.079105176E-2,-1.505190253E-2,-1.719481936E-1,1.905778977E-1
5.481513917E0,-9.006005801E-2,1.105708480E-2,-2.182148722E-1,2.363277462E-1
5.491472917E0,-1.367827463E-1,2.963193476E-2,-2.670446777E-1,3.014969837E-1
5.501430917E0,-1.658558334E-1,1.529923975E-2,-3.266435927E-1,3.666582344E-1
5.511389917E0,-1.535570924E-1,-9.537393451E-3,-3.393039840E-1,3.725559503E-1
5.521347917E0,-1.278006556E-1,-2.149494946E-2,-3.241792837E-1,3.491235432E-1
5.531306917E0,-1.577042301E-1,-2.962316394E-2,-2.460100503E-1,2.937160208E-1
5.541265917E0,-1.508370773E-1,-7.349365354E-3,-1.096985896E-1,1.866537372E-1
5.551223917E0,-8.573589586E-2,3.138142169E-2,3.318119466E-2,9.714128445E-2
5.561182917E0,-5.280510820E-2,1.585063219E-2,1.185983442E-1,1.307868083E-1
5.571140917E0,-6.426649142E-2,-2.313450873E-2,1.628758000E-1,1.766179879E-1
5.581099917E0,-4.192640003E-2,-2.663874507E-2,1.814665836E-1,1.881424108E-1
5.591057917E0,-4.169839516E-2,-2.824088216E-2,2.028317249E-1,2.089904596E-1
5.601016917E0,-9.192170184E-2,-3.465293884E-2,1.619317670E-1,1.893999013E-1
5.610975917E0,-9.002508435E-2,-2.442615867E-2,1.186037529E-1,1.508906996E-1
5.620933917E0,-8.148014612E-2,1.346204460E-2,5.799546227E-2,1.009143919E-1
5.630892917E0,-8.680376189E-2,2.797307968E-2,-2.918403804E-2,9.575538805E-2
5.640850917E0,-5.252317191E-2,2.629551351E-2,-3.401690796E-2,6.787700381E-2
5.650809917E0,-2.111441221E-2,2.056348801E-2,-2.921225086E-2,4.149736187E-2
5.660768917E0,-1.679083363E-2,4.976623714E-2,-2.750310972E-2,5.928770107E-2
5.670726917E0,1.323543758E-2,7.581148982E-2,2.084649324E-2,7.973164414E-2
5.680685917E0,6.059614847E-2,8.692119956E-2,5.150739178E-2,1.178142587E-1
5.690643917E0,5.134686744E-2,1.938936710E-2,1.102200150E-2,5.598154044E-2
5.700602917E0,5.355417307E-2,-1.913325906E-2,-4.100316122E-2,7.010984443E-2
5.710560917E0,9.232249193E-2,-3.466814160E-3,-6.371652424E-2,1.122285916E-1
5.720519917E0,9.883660080E-2,2.322689474E-2,-2.668669224E-2,1.049778159E-1
5.730478917E0,1.052750796E-1,4.480195105E-2,8.152597368E-2,1.404868022E-1
5.740436917E0,1.246924585E-1,-5.145549774E-5,2.029158517E-1,2.381660235E-1
5.750395917E0,1.562894597E-1,-1.465721548E-2,2.674802953E-1,3.101401902E-1
5.760353917E0,1.523702538E-1,-2.570669889E-2,2.878822540E-1,3.267318790E-1
5.770312917E0,1.609219894E-1,1.132488728E-2,2.226969822E-1,2.749874282E-1
5.780271917E0,1.386245096E-1,7.794923186E-3,1.493576952E-1,2.039245856E-1
5.790229917E0,7.811492734E-2,-2.952726960E-2,7.525366545E-2,1.124140369E-1
5.800188917E0,5.570960294E-2,-4.907041848E-2,7.727453627E-2,1.071579198E-1
5.810146917E0,4.956940524E-2,-3.192696691E-2,1.007761040E-1,1.167573564E-1
5.820105917E0,2.152816895E-2,-5.830083311E-2,8.501383781E-2,1.053081280E-1
5.830063917E0,2.854406029E-2,-4.999720216E-2,6.941639006E-2,9.018380570E-2
5.840022917E0,6.639337957E-2,-2.088391542E-2,4.337230682E-2,8.200838843E-2
5.849981917E0,8.899714384E-2,-6.388667822E-3,-4.617611982E-2,1.004666150E-1
5.859939917E0,6.924751516E-2,-2.131310105E-3,-1.452115077E-1,1.608917114E-1
5.869898917E0,7.244638067E-2,-1.217448771E-2,-1.937509624E-1,2.072103561E-1
5.879856917E0,6.809451733E-2,-1.797551036E-2,-2.544205026E-1,2.639882088E-1
5.889815917E0,8.176724441E-2,-3.239357471E-3,-3.191919011E-1,3.295145602E-1
5.899773917E0,6.030770715E-2,-9.146214724E-3,-3.575338483E-1,3.626997732E-1
5.909732917E0,-5.566768572E-3,-2.926005185E-2,-4.023983645E-1,4.034991739E-1
5.919691917E0,-1.932314739E-2,-4.371261477E-2,-3.567415506E-1,3.599287577E-1
5.929649917E0,-2.130718075E-2,-5.810202777E-2,-2.785777259E-1,2.853688682E-1
5.939608917E0,4.603147432E-3,-5.573449016E-2,-2.340336736E-1,2.406226979E-1
5.949566917E0,1.388940297E-2,-3.844076514E-2,-2.363409483E-1,2.398492272E-1
5.959525917E0,-6.330882713E-2,-2.133181214E-2,-2.632732236E-1,2.716170909E-1
5.969484917E0,-9.172673374E-2,2.835373342E-2,-1.849807785E-1,2.084121309E-1
5.979442917E0,-6.453601152E-2,4.830092490E-2,-8.348537564E-2,1.160503515E-1
5.989401917E0,-5.706838623E-2,3.020086884E-3,3.776127300E-3,5.727286241E-2
5.999359917E0,-6.141842231E-3,-4.209644437E-2,3.999261618E-2,5.838871640E-2
